person_id,full_name,age,gender,district,socioeconomic_band,education,occupation
P00742,Mahesh Iyer,27,M,Whitefield,Mid,Secondary,Unemployed
P00743,Reshma Khan,21,M,Rajajinagar,Lower-mid,Secondary,Vendor
P00744,Bhavani Bhat,27,M,BLR South,Mid,None,IT worker
P00745,Yusuf Kumar,67,M,Mysuru,Low,Secondary,IT worker
P00746,Bhavani Bhat,65,M,Jayanagar,Upper-mid,Graduate,Driver
P00747,Shilpa Raju,18,M,Belagavi,Upper-mid,None,Unemployed
P00748,Divya Reddy,59,F,Jayanagar,Lower-mid,None,Daily wage
P00749,Bhavani Achar,63,M,Mangaluru,Mid,Postgraduate,Vendor
P00750,Ganesh Hegde,28,M,Mysuru,Lower-mid,Diploma,Daily wage
P00751,Reshma Nayak,26,M,BLR South,High,Graduate,Shop owner
P00752,Anita Hegde,50,M,KR Puram,Low,Postgraduate,Clerk
P00753,Sandeep Patil,26,M,Mangaluru,Upper-mid,Graduate,IT worker
P00754,Deepa Nayak,17,M,Hubballi,Low,Diploma,Unemployed
P00755,Faisal Khan,41,M,Mangaluru,Upper-mid,Postgraduate,IT worker
P00756,Roopa Naidu,35,M,Rajajinagar,Mid,Postgraduate,Shop owner
P00757,Faisal Sharma,52,M,Belagavi,Lower-mid,Diploma,Clerk
P00758,Meena Das,30,F,BTM,Upper-mid,Graduate,Clerk
P00759,Nandini Iyer,27,M,Hubballi,Lower-mid,Secondary,IT worker
P00760,Sahana Kumar,20,M,KR Puram,Lower-mid,Primary,Clerk
P00761,Harish Kulkarni,52,M,Jayanagar,Lower-mid,Postgraduate,Daily wage
P00762,Ganesh Gupta,57,M,Whitefield,Lower-mid,Diploma,Unknown
P00763,Prakash Patil,55,M,BTM,High,Diploma,Daily wage
P00764,Pooja Hegde,68,M,Yelahanka,Mid,Diploma,Unknown
P00765,Pooja Gupta,60,M,Hubballi,Mid,Postgraduate,Unknown
P00766,Sahana Shetty,53,M,KR Puram,Lower-mid,Diploma,Driver
P00767,Divya Iyer,20,M,Hubballi,Upper-mid,Diploma,Student
P00768,Sahana Desai,58,M,Rajajinagar,Upper-mid,Graduate,Unemployed
P00769,Vijay Achar,25,M,Whitefield,Lower-mid,Graduate,IT worker
P00770,Rahul Hegde,59,F,Whitefield,Lower-mid,Postgraduate,Clerk
P00771,Sneha Setty,38,F,Mangaluru,Low,Graduate,Mechanic
P00772,Lakshmi Bhat,19,M,Mysuru,High,None,Shop owner
P00773,Harish Shetty,34,F,Rajajinagar,Lower-mid,Graduate,Mechanic
P00774,Ganesh Setty,40,M,Yelahanka,Lower-mid,Postgraduate,Driver
P00775,Karthik Nayak,28,M,KR Puram,Upper-mid,Primary,Clerk
P00776,Lakshmi Nayak,16,M,BLR South,Low,Diploma,Mechanic
P00777,Lakshmi Gowda,24,M,Yelahanka,Upper-mid,Postgraduate,Unknown
P00778,Sneha Kulkarni,27,M,Yelahanka,Lower-mid,Diploma,Mechanic
P00779,Harish Patil,27,M,BLR South,Lower-mid,Postgraduate,Vendor
P00780,Yusuf Murthy,42,F,Mangaluru,Lower-mid,None,Unknown
P00781,Karthik Setty,39,M,Electronic City,High,None,Driver
P00782,Bhavani Murthy,45,M,Mysuru,Upper-mid,None,Vendor
P00783,Karthik Desai,63,M,Hubballi,Low,Postgraduate,Shop owner
P00784,Kavya Bhat,55,M,KR Puram,Lower-mid,None,IT worker
P00785,Meena Prasad,46,M,KR Puram,Lower-mid,Secondary,Clerk
P00786,Naveen Reddy,60,F,Belagavi,Lower-mid,Graduate,Clerk
P00787,Deepa Desai,46,M,Mangaluru,Low,Secondary,Unknown
P00788,Ravi Bhat,47,M,Mysuru,Low,Secondary,Clerk
P00789,Lakshmi Kulkarni,33,M,Whitefield,Low,None,Unknown
P00790,Priya Joshi,63,M,Electronic City,Lower-mid,Primary,Clerk
P00791,Geetha Das,27,F,BLR South,Lower-mid,None,Driver
P00792,Mahesh Nayak,69,M,Yelahanka,Mid,Primary,IT worker
P00793,Naveen Hegde,52,M,KR Puram,Low,Secondary,Daily wage
P00794,Deepa Rao,45,M,Whitefield,Lower-mid,Graduate,Vendor
P00795,Vinay Achar,61,M,Whitefield,Low,Diploma,Unemployed
P00796,Santosh Sharma,40,M,Mysuru,Mid,None,Daily wage
P00797,Ramesh Desai,38,F,Yelahanka,Mid,Postgraduate,Clerk
P00798,Pooja Murthy,33,F,Whitefield,Mid,Diploma,IT worker
P00799,Geetha Raju,59,M,Rajajinagar,Lower-mid,Postgraduate,Driver
P00800,Ganesh Gupta,16,M,Jayanagar,Low,None,Shop owner
P00801,Anita Achar,44,M,Belagavi,Low,Primary,Unemployed
P00802,Ravi Kulkarni,21,M,Mangaluru,Mid,Primary,Unknown
P00803,Kiran Setty,23,M,Mangaluru,Low,Postgraduate,Unknown
P00804,Priya Shetty,60,M,Whitefield,Lower-mid,None,IT worker
P00805,Reshma Khan,60,F,KR Puram,Low,None,Clerk
P00806,Deepa Iyer,40,M,BLR South,Low,Secondary,Driver
P00807,Rajesh Gowda,47,F,Rajajinagar,Mid,Primary,IT worker
P00808,Anita Nayak,50,M,Rajajinagar,Mid,None,IT worker
P00809,Mohan Shetty,18,M,Mangaluru,Mid,Diploma,Unemployed
P00810,Sahana Nayak,57,M,BLR South,Mid,Secondary,Driver
P00811,Pooja Iyer,52,M,Belagavi,High,Diploma,IT worker
P00812,Sneha Iyer,70,M,Jayanagar,Lower-mid,None,Mechanic
P00813,Karthik Shetty,52,M,KR Puram,Lower-mid,Secondary,Mechanic
P00814,Deepa Desai,57,M,Mysuru,Upper-mid,Secondary,Daily wage
P00815,Meena Bhat,57,M,Mysuru,Low,Diploma,Vendor
P00816,Divya Setty,40,F,Hubballi,Mid,Diploma,Daily wage
P00817,Rajesh Raju,28,M,Rajajinagar,Low,Graduate,Vendor
P00818,Sahana Iyer,20,F,Hubballi,Lower-mid,Graduate,IT worker
P00819,Ravi Reddy,37,M,Belagavi,Low,None,Vendor
P00820,Bhavani Sharma,59,F,Mysuru,Low,Graduate,Vendor
P00821,Manjunath Reddy,63,M,Hubballi,Low,Graduate,Unemployed
P00822,Geetha Setty,57,M,BTM,Mid,Secondary,Daily wage
P00823,Meena Kulkarni,26,F,Jayanagar,Upper-mid,None,Daily wage
P00824,Sahana Kulkarni,67,M,Jayanagar,Upper-mid,Diploma,Student
P00825,Asha Pai,23,F,Mangaluru,Lower-mid,Secondary,Vendor
P00826,Imran Joshi,27,M,Jayanagar,Low,Diploma,Driver
P00827,Nandini Gupta,26,M,Mangaluru,Low,None,Unknown
P00828,Vinay Rao,17,F,Jayanagar,Low,Primary,Daily wage
P00829,Kavya Bhat,42,M,Electronic City,Mid,Primary,Driver
P00830,Reshma Prasad,44,M,BTM,Mid,None,Unknown
P00831,Priya Setty,47,M,Jayanagar,Mid,Secondary,Student
P00832,Prakash Kumar,51,M,Jayanagar,High,None,Unknown
P00833,Nandini Gupta,48,M,Hubballi,Mid,Secondary,Unemployed
P00834,Rahul Shetty,66,M,Electronic City,Lower-mid,Primary,Unemployed
P00835,Deepa Desai,39,M,Yelahanka,Low,Graduate,IT worker
P00836,Imran Shetty,63,M,Mysuru,Low,None,IT worker
P00837,Yusuf Shetty,20,F,Belagavi,Lower-mid,Graduate,Student
P00838,Prakash Hegde,63,M,KR Puram,Low,None,Student
P00839,Arun Shetty,31,M,Rajajinagar,Lower-mid,Primary,Daily wage
P00840,Karthik Joshi,47,M,Yelahanka,Low,Graduate,IT worker
P00841,Priya Iyer,39,M,Belagavi,Low,Secondary,Clerk
P00842,Rahul Pai,24,M,Mangaluru,Low,Primary,Daily wage
P00843,Meena Sharma,42,M,KR Puram,Low,Secondary,Unknown
P00844,Naveen Desai,55,F,Mangaluru,High,Primary,Daily wage
P00845,Prakash Prasad,47,F,Rajajinagar,Mid,Diploma,Clerk
P00846,Suresh Raju,43,M,Rajajinagar,Low,Diploma,Unknown
P00847,Arun Joshi,25,F,BLR South,Lower-mid,None,Unemployed
P00848,Karthik Raju,65,M,Yelahanka,Lower-mid,Diploma,Daily wage
P00849,Rajesh Das,31,M,BLR South,Mid,Diploma,Vendor
P00850,Lakshmi Naidu,34,M,Jayanagar,Low,Postgraduate,Clerk
P00851,Naveen Setty,45,F,Belagavi,Mid,Diploma,IT worker
P00852,Lakshmi Setty,41,M,KR Puram,Mid,Postgraduate,Unemployed
P00853,Manjunath Iyer,60,M,BLR South,Low,Secondary,Unknown
P00854,Ramesh Joshi,66,M,Hubballi,Low,Secondary,Unemployed
P00855,Yusuf Achar,39,F,Jayanagar,Lower-mid,Diploma,Unknown
P00856,Imran Naidu,39,M,Mysuru,Mid,Graduate,Vendor
P00857,Lakshmi Pai,31,M,Hubballi,Lower-mid,Graduate,Vendor
P00858,Arun Pai,38,F,Mysuru,Mid,Secondary,Unemployed
P00859,Manjunath Naidu,38,M,Mysuru,Lower-mid,None,IT worker
P00860,Ramesh Achar,68,M,Whitefield,Lower-mid,Secondary,Daily wage
P00861,Rahul Sharma,21,M,BTM,Low,None,Daily wage
P00862,Naveen Murthy,23,M,Electronic City,Low,Primary,Shop owner
P00863,Ravi Bhat,42,F,Mysuru,High,Diploma,Student
P00864,Prakash Sharma,63,M,Whitefield,Low,None,Vendor
P00865,Bhavani Desai,37,M,KR Puram,Mid,Secondary,IT worker
P00866,Kavya Achar,60,M,Mysuru,Lower-mid,Secondary,Unknown
P00867,Lakshmi Bhat,26,F,Rajajinagar,Lower-mid,Secondary,Unemployed
P00868,Vijay Naidu,34,M,BTM,Mid,Primary,Shop owner
P00869,Santosh Rao,27,F,Belagavi,Upper-mid,Primary,Driver
P00870,Geetha Shetty,18,F,Mangaluru,Low,Secondary,Student
P00871,Priya Hegde,51,M,Hubballi,Lower-mid,Secondary,Driver
P00872,Nandini Sharma,50,F,Mysuru,Lower-mid,None,Mechanic
P00873,Sahana Nayak,45,F,BTM,Low,Postgraduate,Shop owner
P00874,Yusuf Pai,57,M,Electronic City,Upper-mid,Graduate,Driver
P00875,Sandeep Raju,44,M,Jayanagar,Mid,None,Driver
P00876,Jyothi Shetty,35,M,Mangaluru,Upper-mid,Diploma,Student
P00877,Faisal Pai,19,M,Rajajinagar,Mid,Primary,Clerk
P00878,Rahul Kumar,21,M,Electronic City,Mid,None,Shop owner
P00879,Asha Hegde,47,M,Mangaluru,Lower-mid,None,Student
P00880,Asha Nayak,61,F,KR Puram,Lower-mid,None,Clerk
P00881,Harish Naidu,35,F,Mysuru,Low,Postgraduate,IT worker
P00882,Prakash Sharma,34,M,Belagavi,High,Diploma,Mechanic
P00883,Lakshmi Joshi,54,M,Rajajinagar,Lower-mid,Graduate,Student
P00884,Manjunath Joshi,64,M,BLR South,Lower-mid,Secondary,Mechanic
P00885,Priya Gupta,45,M,BTM,Low,Diploma,Clerk
P00886,Jyothi Das,18,F,Whitefield,Upper-mid,Secondary,IT worker
P00887,Jyothi Raju,45,M,BLR South,Low,Secondary,IT worker
P00888,Kiran Desai,58,F,Yelahanka,Low,Postgraduate,Vendor
P00889,Ravi Shetty,64,M,Jayanagar,Mid,Secondary,Unknown
P00890,Karthik Joshi,43,F,Hubballi,Mid,Postgraduate,Daily wage
P00891,Nandini Prasad,62,M,Whitefield,Low,None,Driver
P00892,Ganesh Sharma,60,M,BTM,Low,Secondary,Mechanic
P00893,Harish Reddy,34,M,Hubballi,High,Graduate,Vendor
P00894,Priya Shetty,54,M,Mysuru,Lower-mid,Secondary,Clerk
P00895,Reshma Achar,60,M,Jayanagar,Lower-mid,Secondary,Driver
P00896,Suresh Nayak,49,M,Electronic City,Lower-mid,Primary,Daily wage
P00897,Shilpa Nayak,48,M,Rajajinagar,Mid,Graduate,Unknown
P00898,Bhavani Gupta,61,M,Jayanagar,Lower-mid,None,Daily wage
P00899,Lakshmi Kumar,46,M,Belagavi,Lower-mid,Diploma,Unknown
P00900,Bhavani Pai,27,M,BLR South,Mid,None,Vendor
P00901,Lakshmi Setty,25,M,Whitefield,Low,Primary,Daily wage
P00902,Sneha Setty,64,F,Jayanagar,Low,Diploma,Mechanic
P00903,Imran Hegde,22,M,Hubballi,Lower-mid,None,IT worker
P00904,Kiran Murthy,18,M,Hubballi,Low,None,Daily wage
P00905,Mahesh Hegde,53,F,BTM,Mid,None,Daily wage
P00906,Vijay Raju,33,F,KR Puram,Lower-mid,Graduate,Unknown
P00907,Geetha Prasad,52,M,Mangaluru,Mid,Graduate,Vendor
P00908,Rahul Bhat,26,F,Mysuru,Low,Postgraduate,Daily wage
P00909,Shilpa Prasad,70,M,KR Puram,Mid,Primary,IT worker
P00910,Anita Rao,69,M,Yelahanka,Lower-mid,Graduate,Vendor
P00911,Prakash Shetty,64,F,Jayanagar,Lower-mid,Graduate,Driver
P00912,Sahana Naidu,61,M,Belagavi,Low,Secondary,IT worker
P00913,Kiran Iyer,34,M,Belagavi,Lower-mid,Diploma,Vendor
P00914,Jyothi Khan,34,F,Yelahanka,Low,None,IT worker
P00915,Nandini Rao,16,F,Electronic City,Mid,Diploma,IT worker
P00916,Bhavani Achar,59,M,BTM,Lower-mid,Postgraduate,Unknown
P00917,Anita Raju,26,M,Rajajinagar,Lower-mid,Graduate,Mechanic
P00918,Kiran Patil,69,M,Electronic City,Low,Postgraduate,Unknown
P00919,Kavya Murthy,64,F,Hubballi,High,Secondary,IT worker
P00920,Mahesh Iyer,47,M,BTM,Mid,None,Daily wage
P00921,Mohan Das,47,M,BTM,Low,Postgraduate,Unemployed
P00922,Manjunath Das,59,M,BTM,Lower-mid,Postgraduate,Student
P00923,Vijay Bhat,55,M,Jayanagar,Mid,Graduate,IT worker
P00924,Meena Hegde,34,M,Electronic City,Lower-mid,Graduate,Student
P00925,Ramesh Gupta,17,F,BLR South,High,None,Mechanic
P00926,Rajesh Pai,70,M,Electronic City,Low,Primary,Shop owner
P00927,Divya Setty,26,M,BTM,Lower-mid,Diploma,IT worker
P00928,Kiran Joshi,59,M,Mysuru,Mid,Graduate,IT worker
P00929,Karthik Gupta,70,M,BLR South,Lower-mid,Diploma,Unknown
P00930,Vinay Kulkarni,59,M,Whitefield,Lower-mid,None,Unknown
P00931,Imran Nayak,69,M,Belagavi,Mid,Postgraduate,Student
P00932,Vinay Shetty,43,M,KR Puram,Lower-mid,None,Vendor
P00933,Geetha Patil,57,M,Jayanagar,Upper-mid,None,Clerk
P00934,Kiran Pai,26,M,KR Puram,Low,Postgraduate,Mechanic
P00935,Sandeep Prasad,42,M,Belagavi,Lower-mid,None,Student
P00936,Vinay Joshi,40,M,Jayanagar,Upper-mid,None,Vendor
P00937,Pooja Das,48,F,Hubballi,Lower-mid,Graduate,Clerk
P00938,Nandini Khan,28,M,Jayanagar,Upper-mid,Graduate,Vendor
P00939,Santosh Murthy,19,M,Mangaluru,Lower-mid,Primary,Unknown
P00940,Faisal Setty,70,M,Mangaluru,Lower-mid,None,Unknown
P00941,Bhavani Das,43,M,Jayanagar,Mid,Secondary,Shop owner
P00942,Divya Khan,58,M,Rajajinagar,Lower-mid,Secondary,Unknown
P00943,Yusuf Sharma,58,M,BTM,Upper-mid,Postgraduate,Shop owner
P00944,Priya Joshi,47,M,Belagavi,High,Secondary,Shop owner
P00945,Roopa Khan,52,M,BLR South,Lower-mid,Secondary,IT worker
P00946,Vijay Patil,25,M,Whitefield,Upper-mid,Diploma,Student
P00947,Manjunath Desai,29,F,Whitefield,Upper-mid,Postgraduate,Driver
P00948,Mohan Achar,54,M,Rajajinagar,Low,Primary,Unemployed
P00949,Geetha Bhat,45,M,Yelahanka,Lower-mid,None,Vendor
P00950,Naveen Murthy,24,M,Whitefield,Mid,Primary,Unemployed
P00951,Sahana Kumar,19,F,Jayanagar,Lower-mid,Secondary,Daily wage
P00952,Prakash Naidu,58,M,Jayanagar,Lower-mid,Postgraduate,Driver
P00953,Geetha Shetty,52,M,Jayanagar,Lower-mid,Graduate,Shop owner
P00954,Mohan Das,21,M,Jayanagar,Mid,Secondary,Student
P00955,Kavya Raju,40,F,Belagavi,Low,Diploma,Vendor
P00956,Vijay Shetty,27,M,Whitefield,Lower-mid,Secondary,Unknown
P00957,Deepa Das,50,M,Jayanagar,Lower-mid,Diploma,IT worker
P00958,Geetha Murthy,66,F,KR Puram,Lower-mid,Secondary,Clerk
P00959,Ravi Desai,54,M,Belagavi,Mid,None,Vendor
P00960,Mohan Gupta,40,M,Belagavi,Lower-mid,Postgraduate,Daily wage
P00961,Ramesh Patil,70,M,BLR South,Upper-mid,Diploma,Clerk
P00962,Divya Gowda,68,M,Whitefield,Low,Primary,IT worker
P00963,Ganesh Desai,42,F,Whitefield,Upper-mid,Diploma,IT worker
P00964,Prakash Pai,61,M,Jayanagar,Upper-mid,Postgraduate,Clerk
P00965,Yusuf Gowda,38,M,Belagavi,Upper-mid,Postgraduate,Student
P00966,Meena Setty,17,M,Hubballi,Mid,Postgraduate,IT worker
P00967,Lakshmi Kumar,41,M,Whitefield,Lower-mid,None,Daily wage
P00968,Naveen Patil,49,M,Hubballi,Mid,Graduate,Mechanic
P00969,Ganesh Sharma,46,F,BTM,Low,Postgraduate,Unknown
P00970,Ganesh Bhat,28,M,KR Puram,Low,Diploma,Unknown
P00971,Arun Kumar,17,F,Hubballi,Mid,Primary,Daily wage
P00972,Meena Hegde,32,M,BTM,Low,Graduate,Mechanic
P00973,Mahesh Murthy,25,M,KR Puram,Low,Graduate,Daily wage
P00974,Suresh Setty,49,M,Electronic City,Upper-mid,Diploma,Daily wage
P00975,Arun Setty,29,M,Whitefield,Low,Diploma,Mechanic
P00976,Lakshmi Khan,70,M,Rajajinagar,High,Secondary,Vendor
P00977,Prakash Rao,42,F,BLR South,Low,Secondary,Vendor
P00978,Roopa Sharma,31,M,Hubballi,Mid,None,Unemployed
P00979,Karthik Nayak,36,F,Yelahanka,Mid,Postgraduate,Mechanic
P00980,Sneha Raju,54,M,Jayanagar,Lower-mid,None,Student
P00981,Geetha Das,38,F,Hubballi,High,Graduate,Unemployed
P00982,Suresh Murthy,48,M,Whitefield,High,Postgraduate,Student
P00983,Lakshmi Gupta,18,M,Whitefield,Low,Diploma,Student
P00984,Meena Nayak,21,M,Mysuru,Lower-mid,Secondary,Daily wage
P00985,Ganesh Reddy,24,M,Whitefield,Mid,Diploma,Clerk
P00986,Mohan Kulkarni,69,M,Whitefield,Lower-mid,Diploma,Driver
P00987,Ganesh Raju,47,M,BTM,Lower-mid,Postgraduate,IT worker
P00988,Deepa Hegde,25,M,BTM,Low,Secondary,Driver
P00989,Meena Khan,23,F,Electronic City,Low,Secondary,Shop owner
P00990,Sahana Sharma,47,M,Belagavi,Upper-mid,None,Student
P00991,Faisal Hegde,34,M,BTM,Mid,Secondary,Unknown
P00992,Kavya Hegde,53,F,BLR South,Lower-mid,Graduate,Driver
P00993,Prakash Gowda,31,M,Hubballi,Low,Secondary,Unemployed
P00994,Santosh Achar,59,M,KR Puram,Mid,None,Student
P00995,Vijay Kumar,21,M,Belagavi,Mid,Diploma,Clerk
P00996,Mahesh Achar,16,M,BLR South,Mid,Diploma,Student
P00997,Sandeep Nayak,29,F,Hubballi,Low,None,Daily wage
P00998,Jyothi Kulkarni,40,M,Whitefield,Low,Diploma,Daily wage
P00999,Ravi Hegde,26,M,Yelahanka,Low,Postgraduate,Driver
P01000,Kiran Bhat,47,F,Belagavi,Upper-mid,Secondary,Unknown
P01001,Lakshmi Naidu,58,M,KR Puram,Lower-mid,Diploma,IT worker
P01002,Vinay Das,33,M,Yelahanka,Low,Diploma,Student
P01003,Roopa Rao,43,M,Jayanagar,Low,Secondary,IT worker
P01004,Arun Desai,59,M,Electronic City,Lower-mid,Postgraduate,Shop owner
P01005,Faisal Bhat,45,M,Electronic City,Lower-mid,Primary,Clerk
P01006,Geetha Prasad,43,M,BLR South,Lower-mid,None,Shop owner
P01007,Anita Prasad,43,M,Electronic City,Mid,Graduate,Clerk
P01008,Harish Murthy,53,M,Mysuru,Low,Postgraduate,IT worker
P01009,Priya Rao,69,M,Jayanagar,Lower-mid,Postgraduate,Clerk
P01010,Ganesh Joshi,62,M,Hubballi,Lower-mid,Secondary,Student
P01011,Priya Hegde,27,M,Mangaluru,Low,Postgraduate,Daily wage
P01012,Sneha Gupta,17,M,Jayanagar,Low,Postgraduate,IT worker
P01013,Meena Setty,41,F,Belagavi,Mid,Diploma,Clerk
P01014,Roopa Kulkarni,39,M,Belagavi,Mid,Secondary,Daily wage
P01015,Lakshmi Nayak,16,M,BLR South,Mid,Primary,Unemployed
P01016,Shilpa Das,57,M,Rajajinagar,Lower-mid,Postgraduate,Shop owner
P01017,Rahul Gowda,35,M,BTM,Lower-mid,None,Daily wage
P01018,Naveen Nayak,63,M,Electronic City,Lower-mid,Diploma,Unknown
P01019,Geetha Hegde,34,M,Yelahanka,Low,None,Daily wage
P01020,Sneha Khan,70,M,Mangaluru,Mid,Graduate,Clerk
P01021,Imran Das,41,M,Mangaluru,Mid,Postgraduate,IT worker
P01022,Arun Setty,19,M,Yelahanka,Lower-mid,Graduate,Daily wage
P01023,Reshma Desai,42,F,Jayanagar,Lower-mid,Postgraduate,Student
P01024,Rajesh Setty,43,M,Whitefield,Mid,Diploma,Student
P01025,Rajesh Patil,48,M,Hubballi,Lower-mid,Graduate,IT worker
P01026,Lakshmi Bhat,62,M,Yelahanka,Upper-mid,Postgraduate,Student
P01027,Karthik Rao,55,M,Belagavi,Mid,Postgraduate,IT worker
P01028,Lakshmi Rao,28,M,Electronic City,Low,Diploma,IT worker
P01029,Divya Patil,29,M,BLR South,Lower-mid,Secondary,Student
P01030,Naveen Rao,68,F,Mysuru,Low,None,Student
P01031,Sneha Shetty,55,M,Mysuru,Low,Secondary,Student
P01032,Harish Reddy,65,F,Whitefield,Upper-mid,Postgraduate,Shop owner
P01033,Mahesh Achar,22,M,Electronic City,Mid,None,Daily wage
P01034,Roopa Kulkarni,66,F,Jayanagar,Upper-mid,None,Shop owner
P01035,Anita Rao,56,M,Rajajinagar,Upper-mid,Primary,Clerk
P01036,Rajesh Prasad,47,M,Jayanagar,Low,Secondary,Student
P01037,Lakshmi Shetty,70,M,Yelahanka,Mid,None,Vendor
P01038,Karthik Pai,34,M,Jayanagar,Low,Postgraduate,Mechanic
P01039,Nandini Desai,58,M,Mysuru,Lower-mid,Primary,Driver
P01040,Sneha Khan,42,F,Mysuru,Mid,Secondary,Unemployed
P01041,Rajesh Nayak,65,M,Mysuru,High,None,Student
P01042,Ganesh Iyer,65,M,BLR South,Lower-mid,None,Driver
P01043,Sandeep Reddy,56,F,Hubballi,Upper-mid,Secondary,Mechanic
P01044,Asha Achar,60,M,Whitefield,Mid,Secondary,Student
P01045,Suresh Murthy,49,M,BTM,Mid,Diploma,Vendor
P01046,Ramesh Kulkarni,66,M,Electronic City,Mid,Postgraduate,Mechanic
P01047,Rahul Bhat,21,M,KR Puram,Lower-mid,Postgraduate,Driver
P01048,Bhavani Gupta,34,M,Mysuru,Lower-mid,Graduate,Student
P01049,Naveen Kumar,17,F,Mysuru,Mid,Primary,Clerk
P01050,Sneha Prasad,23,M,KR Puram,Low,Graduate,Student
P01051,Kiran Reddy,64,M,Jayanagar,Lower-mid,Graduate,Unemployed
P01052,Meena Pai,31,F,Mangaluru,Lower-mid,Postgraduate,Shop owner
P01053,Mahesh Patil,38,M,Hubballi,Mid,Postgraduate,Unknown
P01054,Lakshmi Setty,40,M,Rajajinagar,Low,Graduate,Unknown
P01055,Rahul Naidu,45,M,Belagavi,Lower-mid,Diploma,Daily wage
P01056,Faisal Reddy,43,F,Electronic City,Low,None,Student
P01057,Bhavani Iyer,53,M,Yelahanka,Upper-mid,Graduate,IT worker
P01058,Sneha Sharma,60,F,Electronic City,Mid,Diploma,Driver
P01059,Vijay Prasad,24,M,Electronic City,Low,Postgraduate,Shop owner
P01060,Bhavani Shetty,60,M,Electronic City,Low,Primary,Shop owner
P01061,Nandini Shetty,54,F,Jayanagar,Low,Graduate,Clerk
P01062,Imran Prasad,25,M,Whitefield,High,Secondary,Clerk
P01063,Sahana Kumar,66,M,Mangaluru,Lower-mid,Secondary,Clerk
P01064,Shilpa Rao,68,M,BLR South,Low,Secondary,Daily wage
P01065,Imran Khan,46,M,Mangaluru,Lower-mid,Secondary,Mechanic
P01066,Karthik Raju,69,M,BTM,Lower-mid,Diploma,IT worker
P01067,Rajesh Nayak,62,M,Mangaluru,Mid,Diploma,Mechanic
P01068,Arun Iyer,37,M,Hubballi,Upper-mid,Postgraduate,Clerk
P01069,Faisal Rao,61,M,Hubballi,Mid,Postgraduate,Clerk
P01070,Jyothi Desai,23,M,Jayanagar,Low,Graduate,Shop owner
P01071,Sandeep Reddy,52,M,Electronic City,Lower-mid,None,Daily wage
P01072,Ramesh Rao,17,M,Rajajinagar,Low,Postgraduate,Unknown
P01073,Rajesh Gowda,67,M,KR Puram,Lower-mid,None,IT worker
P01074,Ravi Pai,43,M,BLR South,Upper-mid,Secondary,Mechanic
P01075,Mohan Gowda,23,F,Mysuru,Low,Primary,Driver
P01076,Mohan Gowda,25,M,Yelahanka,Mid,None,Unknown
P01077,Ganesh Rao,17,M,Whitefield,Lower-mid,Secondary,Driver
P01078,Prakash Pai,32,M,Jayanagar,Low,Primary,Unknown
P01079,Kavya Patil,47,M,Mysuru,Lower-mid,None,Clerk
P01080,Deepa Pai,45,M,Jayanagar,Lower-mid,Diploma,Vendor
P01081,Ravi Murthy,51,F,Hubballi,Low,Graduate,Driver
P01082,Divya Joshi,42,M,Hubballi,Lower-mid,Primary,Student
P01083,Ramesh Rao,66,M,Yelahanka,High,Graduate,IT worker
P01084,Imran Kumar,68,M,Mangaluru,Low,Primary,Unemployed
P01085,Deepa Das,33,M,Hubballi,Lower-mid,Secondary,Vendor
P01086,Kavya Prasad,34,M,Belagavi,Lower-mid,None,Clerk
P01087,Faisal Iyer,60,M,BTM,Mid,Secondary,Mechanic
P01088,Shilpa Kulkarni,48,F,KR Puram,Upper-mid,Secondary,Clerk
P01089,Rajesh Murthy,31,M,KR Puram,Lower-mid,Diploma,Unknown
P01090,Pooja Kumar,60,M,BLR South,Mid,None,Unemployed
P01091,Priya Khan,51,F,Belagavi,Lower-mid,Diploma,Shop owner
P01092,Faisal Desai,57,M,BLR South,Upper-mid,Postgraduate,IT worker
P01093,Kiran Naidu,68,M,Mangaluru,Lower-mid,Primary,Unemployed
P01094,Kiran Sharma,39,F,Electronic City,Low,Postgraduate,Unemployed
P01095,Reshma Achar,61,M,Jayanagar,Upper-mid,Postgraduate,Clerk
P01096,Arun Patil,47,F,BLR South,Low,Postgraduate,Unknown
P01097,Shilpa Kumar,28,F,Hubballi,Lower-mid,Secondary,Unknown
P01098,Yusuf Das,26,M,Hubballi,Mid,Postgraduate,Unknown
P01099,Sandeep Rao,20,M,Belagavi,Low,Secondary,Unknown
P01100,Arun Prasad,62,F,Rajajinagar,Upper-mid,None,Shop owner
P01101,Roopa Murthy,59,M,Electronic City,Low,Diploma,Unemployed
P01102,Ganesh Khan,70,F,Whitefield,Low,Graduate,IT worker
P01103,Sahana Naidu,49,M,Belagavi,Low,Secondary,Mechanic
P01104,Ramesh Sharma,36,M,Rajajinagar,Lower-mid,Graduate,Unemployed
P01105,Arun Setty,43,F,Rajajinagar,Low,Secondary,Clerk
P01106,Manjunath Desai,56,M,Electronic City,Lower-mid,None,Unknown
P01107,Pooja Murthy,31,M,Rajajinagar,High,None,Student
P01108,Bhavani Patil,20,M,Mangaluru,Lower-mid,None,IT worker
P01109,Kavya Shetty,21,F,BLR South,Lower-mid,Postgraduate,Daily wage
P01110,Lakshmi Reddy,67,M,Whitefield,Mid,Diploma,Daily wage
P01111,Anita Achar,19,M,Whitefield,Upper-mid,Diploma,Daily wage
P01112,Roopa Khan,30,F,Hubballi,Mid,Diploma,Mechanic
